Nombre,Modelo,Marca,Precio,Descripcion,Url IMG
BOLIGRAFO BIC CRISTAL GEL ROJO,CRISTAL GEL,BIC,7.39,"BOLIGRAFO CRISTAL GEL BIC COLOR ROJO PUNTO ULTRAFINO 0.7 MM 912713
 PIEZA ",https://henki.com.mx/erp/shared_resources/productos/BIC-BOLCRI-783.jpg
BOLIGRAFO PUNTO MEDIANO VERDE,BOLEX,BOLEX,2.13,BOLIGRAFO PUNTO MEDIANO VERDE BOLEX,https://henki.com.mx/erp/shared_resources/restore/1010ff9b8geok5.png
BOLIGRAFO KILOMETRICO PUNTO MEDIANO VERDE,LA3555,BEROL,3.23,BOLIGRAFO PUNTO MEDIANO 1.0 MM VERDE KILOMETRICO INKJOY 100ST PAPER MATE,https://henki.com.mx/erp/shared_resources/productos/2015.jpg
SOBRE BOLSA CON RONDANA MANILA OFICIO,B-24-MR,FORTEC,6.82,SOBRE BOLSA CON RONDANA E HILO PAPEL MANILA DE 105 GRAMOS TAMAÑO OFICIO MEDIDAS 24X34 CMS MODELO B-24MR FORTEC,https://henki.com.mx/erp/shared_resources/productos/329.jpg
FOLDER CON BROCHE 8 CMS TAMAÑO OFICIO VERDE CLARO,P4569,ACCO,13.03,FOLDER TAMAÑO OFICIO EN CARTULINA PRESSBOARD DE 326 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS CON BROCHE DE 8 CMS MEDIDAS 25 X 37 CMS MODELO P4569 COLOR VERDE CLARO ACCOPRESS,https://henki.com.mx/erp/shared_resources/productos/ACC-FOLACC-2389.jpg
FOLDER TAMAÑO CARTA COLOR KRAFT,11218,BEROKY,1.0,FOLDER TAMAÑO CARTA EN CARTULINA KRAFT ECOLOGICA DE 175 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS MEDIDAS 23.5 X 29.5 CMS BOLSA CON 100 PIEZAS COLOR KRAFT BEROKY,https://henki.com.mx/erp/shared_resources/productos/BER-FOLKRA-1134.jpg
FOLDER BROCHE DE 8 CMS TAMAÑO OFICIO KRAFT,CAPRKB-TO-KRA,KYMA,9.09,FOLDER TAMAÑO OFICIO EN CARTULINA PRESSBOARD DE 330 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS CON BROCHE DE 8 CENTIMETROS MEDIDAS 24.4 X 35.5 CMS COLOR KRAFT MODELO CAPRKB-TO-KRA KYMA,https://henki.com.mx/erp/shared_resources/productos/7NOIMAGEN.png
MARCADOR PARA PIZARRON MAGISTRAL ALUMINIO ESTUCHE CON 4 COLORES,830-4,AZOR,81.84,"MARCADOR PARA PIZARRON MAGISTRAL BARRIL DE ALUMINIO CAJA CON 4 COLORES (AZUL, NEGRO, ROJO Y VERDE) PUNTA DE CINCEL MODELO 830-4 AZOR ",https://henki.com.mx/erp/shared_resources/restore/1066lducoo1fiw.jpg
MARCADOR PERMANENTE ROJO BACO,MR003,BACO,23.97,MARCADOR PERMANENTE ROJO BACO PUNTA DE CINCEL ENVASE METALICO BASE ALCOHOL Y TAPA VENTILADA,https://henki.com.mx/erp/shared_resources/productos/BAC-MARPER-172.jpg
CINTA DE EMPAQUE CRISTAL MAE 48X50,CE-10,MAE,51.88,CINTA DE EMPAQUE CRISTAL MAE 48 MM X 50 MTS MODELO CE-10 FACIL DE CORTAR MAYOR ADHESION,https://henki.com.mx/erp/shared_resources/productos/CINTA DE EMPAQUE CRISTAL MAE.jpg
GOMA TIPO LAPIZ BORRAPEN BACO ,GM007,BACO,6.75,GOMA TIPO LAPIZ BORRAPEN BACO MECANISMO RETRACTIL,https://henki.com.mx/erp/shared_resources/productos/BAC-GOMTIP-283-.jpg
ENGRAPADORA METALICA TIRA COMPLETA DE GOLPE PILOT,GM-270,FIFA,120.6,"ENGRAPADORA METALICA TIRA COMPLETA DE GOLPE MODELO GM270 COLOR NEGRA USA GRAPA ESTANDARD PILOT 
",https://henki.com.mx/erp/shared_resources/productos/FIF-ENGMET-705.jpg-.jpg
BOLIGRAFO PUNTO MEDIANO AZUL,39711,KORES,8.39,BOLIGRAFO PUNTO MEDIANO TRIANGULAR AZUL K-PEN KORES,https://henki.com.mx/erp/shared_resources/restore/1014nrokxrlvou.png
LIBRETA PASTA DURA FRANCESA C-7 MM 192 HOJAS ESTRELLA,0087,ESTRELLA,63.5,LIBRETA PASTA DURA FORMA FRANCESA C-7 192 HOJAS PAPEL BOND DE 56 GRAMOS MODELO 0087 MEDIDAS DE 16 X 21.5 CMS ESTRELLA,https://henki.com.mx/erp/shared_resources/productos/2568.jpg
PORTA GAFETE TRANSPARENTE CON CORDON MAE,GFT-10HC,MAE,8.37,PORTA GAFETE TRANSPARENTE CON CORDON MAE MODELO GFT-10HC FORMA HORIZONTAL ,https://henki.com.mx/erp/shared_resources/restore/1005dojqi6aiof.png
LAPIZ CHECADOR ROJO CARMIN VERITHIN,1789630,BEROL,6.22,LAPIZ CHECADOR ROJO CARMIN HEXAGONAL VERITHIN PAPER MATE ,https://henki.com.mx/erp/shared_resources/restore/1039pq6xgs65oc.png
PEGAMENTO LIQUIDO BLANCO ESCOLAR RESISTOL 850 35 GRAMOS,850 35GR,RESISTOL,13.34,PEGAMENTO LIQUIDO BLANCO ESCOLAR RESISTOL 850 DE 35 GRAMOS NO TOXICO,https://henki.com.mx/erp/shared_resources/productos/7508205121160.jpg-.jpg
TINTA PARA SELLO VERDE PELIKAN,14420007,PELIKAN,31.46,TINTA PARA SELLOS GIRAPLICA COLOR VERDE SECADO RAPIDO DE 60 ML PELIKAN,https://henki.com.mx/erp/shared_resources/restore/1007m3mbxxds6g.png
MARCADOR PERMANENTE VERDE BACO,MR004,BACO,23.97,MARCADOR PERMANENTE VERDE BACO PUNTA DE CINCEL ENVASE METALICO BASE ALCOHOL Y TAPA VENTILADA,https://henki.com.mx/erp/shared_resources/productos/1155.jpg
MARCADOR PERMANENTE DUO AZUL,3300AZ,AZOR,17.15,MARCADOR PERMANENTE SIGNAL DUO AZUL PUNTA ULTRAFINO Y FINO MODELO 3300AZ AZOR,https://henki.com.mx/erp/shared_resources/productos/AZO-MARPER-142.jpg
BORRADOR PARA PIZARRON BLANCO CON IMAN OLIVIA,No 7 OLIVIA,OLIVIA,9.05,BORRADOR PARA PIZARRON BLANCO CON IMAN OLIVIA No 7 BASE DE MADERA FIELTRO AMARILLO ,https://henki.com.mx/erp/shared_resources/productos/OLI-BORPAR-907.jpg-.jpg
MARCADOR PARA PIZARRON VERDE,83404,AZOR,17.98,MARCADOR PARA PIZARRON MAGISTRAL CLASICO VERDE PUNTA DE CINCEL MODELO 83404 AZOR,https://henki.com.mx/erp/shared_resources/productos/AZO-MARPAR-98.jpg
BOLIGRAFO PINT POINT PUNTO MEDIANO VERDE,6830VE,AZOR,3.02,BOLIGRAFO PUNTO MEDIANO 1.0MM AZOR PUNTO DE AGUJA VERDE PINT POINT ,https://henki.com.mx/erp/shared_resources/restore/1006s0cf3znqvt.png
BOLIGRAFO TRIANGULAR MEDIANO COLOR NEGRO A-INK,ABT-N,A-INK,2.8,"BOLIGRAFO TRIANGULAR A-INK, PUNTO MEDIANO, 1.0mm, COLOR NEGRO, NO TOXICO, CON TAPA ANTIASFIXIA, MODELO ABT-N",https://henki.com.mx/erp/shared_resources/restore/144087ls3zikar.png
FOLDER TAMAÑO CARTA COLOR CREMA,JYL,JYL,2.26,FOLDER TAMAÑO CARTA EN CARTULINA DE 165 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS MEDIDAS 23.5 X 29.5 CMS CAJA CON 100 PIEZAS COLOR CREMA JYL,https://henki.com.mx/erp/shared_resources/restore/1037hwl3759mhy.png
MARCATEXTOS AZUL PELIKAN,30160008,PELIKAN,10.18,MARCATEXTOS AZUL PELIKAN REDONDO 414 PUNTA DE CINCEL,https://henki.com.mx/erp/shared_resources/productos/1PEL-MARAZU-180.jpg
POSTE DE ALUMINIO INDUX 100 MM,POSTES-100-3176,INDUX,6.22,POSTE DE ALUMINIO INDUX   4 PULGADAS 100 MM POR PIEZA,https://henki.com.mx/erp/shared_resources/productos/2531.jpg
TABLA SUJETAPAPEL DE FIBRACEL TAMAÑO CARTA,101-E,GOODY LASER DE MEXICO,34.97,TABLA SUJETAPAPEL TAMAÑO CARTA DE FIBRACEL COLOR DE MADERA CON CLIP METALICO MEDIDAS 23 X 34 CMS MODELO 101E GOODY LASER ,https://henki.com.mx/erp/shared_resources/productos/2594A.jpg
CLIP CUADRADITO No 3 BACO,CL011,BACO,18.79,CLIP CUADRADITO No 3 BACO CON 100 PIEZAS,https://henki.com.mx/erp/shared_resources/productos/BAC-CLICUA-620.jpg
LAPIZ ADHESIVO KORES 40 GRAMOS,12402,KORES,25.03,"LAPIZ ADHESIVO KORES 40 GRAMOS CON GLICERINA, PEGA PAPEL, CARTON, FOTOS, LAVABLE ",https://henki.com.mx/erp/shared_resources/productos/KOR-LAPADH-1036.jpg-.jpg
CUADERNO FRANCESA ESPIRAL CUADRO GRANDE 100 HOJAS ESTRELLA,0184,ESTRELLA,18.82,CUADERNO FORMA FRANCESA ESPIRAL CUADRO GRANDE 7 MM CON 100 HOJAS DE PAPEL BOND DE 52 GRAMOS MODELO 184 MEDIDAS DE 15.5 X 20.5 CMS ESTRELLA  ,https://henki.com.mx/erp/shared_resources/productos/EST-CUAFOR-540.jpg
MARCADOR DE CERA AZUL DIXON,PHANO,DIXON,11.18,"MARCADOR DE CERA AZUL DIXON PHANO PARA TODO USO NO TOXICO UTIL PARA VIDRIO, CELOFAN, MADERA, ACRILICO Y TODO TIPO DE SUPERFICIES LISAS",https://henki.com.mx/erp/shared_resources/restore/16350e4u0cckch.png
CORRECTOR TIPO PLUMA PELIKAN 7ML,PELIKAN,PELIKAN,21.09,CORRECTOR TIPO PLUMA PELIKAN 7 ML SECADO RAPIDO,https://henki.com.mx/erp/shared_resources/productos/PEL-CORTIP-879.jpg-.jpg
FOLDER CON BROCHE 8 CMS TAMAÑO OFICIO NEGRO,P0843,ACCO,13.03,FOLDER TAMAÑO OFICIO EN CARTULINA PRESSBOARD DE 326 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS CON BROCHE DE 8 CMS MEDIDAS 25 X 37 CMS MODELO P0843 COLOR NEGRO ACCOPRESS,https://henki.com.mx/erp/shared_resources/productos/ACC-FOLACC-2387.jpg
DESPACHADOR PARA CINTA ,D2101,BARRILITO,74.53,DESPACHADOR PARA CINTA BARRILITO CHICO Y GRANDE MODELO D2101,https://henki.com.mx/erp/shared_resources/restore/1126s8ezu9cxi1.jpg
FOLDER TAMAÑO CARTA COLOR VERDE ,FF-1165,FLASHFILE,2.11,FOLDER TAMAÑO CARTA EN CARTULINA DE 165 GRAMOS FLASHFILE CON MEDIA CEJA Y PUNTAS REDONDEADAS PRESUAJADO PARA BROCHE MEDIDAS 22.5 X 29.5 CAJA CON 100 PIEZAS COLOR VERDE INTENSO MODELO FF-1165 IRASA,https://henki.com.mx/erp/shared_resources/productos/IRA-FOLTAM-1136.jpg
FOLDER TAMAÑO CARTA COLOR AMARILLO INTENSO,JYL,APSA,2.62,FOLDER TAMAÑO CARTA EN CARTULINA DE 165 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS MEDIDAS 23.5 X 29.5 CMS CAJA CON 100 PIEZAS COLOR AMARILLO INTENSO APSA,https://henki.com.mx/erp/shared_resources/productos/JYL-FOLTAM-2393.jpg
SEPARADOR KIP 10 DIVISIONES CON NUMERO,SEPKIP-10,KIP,24.79,SEPARADORES KIP 10 DIVISIONES MODELO SEPKIP-10 CEJA DE COLOR CON NUMERO CON 1 JUEGO,https://henki.com.mx/erp/shared_resources/restore/1114pae5adff9s.png
CORRECTOR TIPO PLUMA LIQUID PAPER MATE 7 ML,LAS1321566,BEROL,26.74,CORRECTOR TIPO PLUMA LIQUID PAPER 7 ML PUNTA DE PRECISION,https://henki.com.mx/erp/shared_resources/productos/BER-CORTIP-880.jpg-.jpg
MARCADOR PERMANENTE ROJO ESTERBROOK,M12500119228,BEROL,28.15,MARCADOR PERMANENTE SHARPIE ESTERBROOK ROJO PUNTA DE CINCEL,https://henki.com.mx/erp/shared_resources/productos/BER-MARPER-151.jpg
BOLIGRAFO BIC CRISTAL GEL AZUL,CRISTAL GEL ,BIC,7.39,"BOLIGRAFO CRISTAL GEL BIC COLOR AZUL PUNTO ULTRAFINO 0.7 MM 912712
 PIEZA",https://henki.com.mx/erp/shared_resources/productos/1BIC-BOLCRI-781.jpg
MARCADOR PERMANENTE ROJO PELIKAN,30240003,PELIKAN,13.75,MARCADOR PERMANENTE ROJO PELIKAN 440 PUNTA DE CINCEL ,https://henki.com.mx/erp/shared_resources/productos/PEL-MARPER-162.jpg
TARJETA BLANCA LAZZARI 5 X 8,LAZZARI,LAZZARI,30.48,TARJETA DE TRABAJO BRISTOL BLANCA MEDIDA 5 X 8 PULGADAS LAZZARI PAQUETE CON 100 TARJETAS,https://henki.com.mx/erp/shared_resources/productos/7508205123713.jpg-.jpg
CINTA MASKING TAPE LEADER MEDIDA 48X50 ,211,LEADER,49.76,CINTA MASKING TAPE LEADER MODELO 211 MEDIDA 48 MM X 50 MTS USO GENERAL,https://henki.com.mx/erp/shared_resources/productos/CINTA MASKING TAPE LEADER MODELO 211.jpg
LAPIZ DE GRAFITO HEXAGONAL No 2 MIRADO,1931780,BEROL,4.37,LAPIZ DE GRAFITO HEXAGONAL No 2 MIRADO PAPER MATE,https://henki.com.mx/erp/shared_resources/restore/1048yfe7y7nvmc.png
POSTE DE ALUMINIO INDUX 9 MM,POSTES-009-3163,INDUX,1.59,POSTE DE ALUMINIO INDUX 3/8 DE PULGADA 9 MM  POR PIEZA,https://henki.com.mx/erp/shared_resources/productos/2520.jpg
POSTE DE ALUMINIO INDUX 89 MM,POSTES-089-3175,INDUX,5.18,POSTE DE ALUMINIO INDUX  3 1/2 PULGADA 89 MM POR PIEZA,https://henki.com.mx/erp/shared_resources/productos/2530.jpg
MARCADOR PERMANENTE ULTRAFINO DOBLE PUNTA ROJO SHARPIE ,1805636,BEROL,19.04,MARCADOR PERMANENTE ROJO SHARPIE PUNTO ULTRAFINO DOBLE PUNTA,https://henki.com.mx/erp/shared_resources/productos/BER-MARPER-126.jpg
POSTE DE ALUMINIO INDUX 57 MM,POSTES-063-3173,INDUX,4.47,POSTE DE ALUMINIO INDUX  2 1/2 PULGADA 63 MM POR PIEZA,https://henki.com.mx/erp/shared_resources/productos/2529.jpg
LAPIZ DUO TRIANGULAR MAE ROJO/GRAFITO,DT-10,MAE,6.06,"LAPIZ DUO, ROJO CARMIN / GRAFITO, TRIANGULAR, MINA RESISTENTE, NO TOXICO, MODELO DT-10",https://henki.com.mx/erp/shared_resources/productos/13077RE.png
CARPETA BLANCA PANORAMICA OKAMI T/CARTA HERRAJE O 2 PULGADAS,OKAMICTA2O,OKAMI,61.62,"CARPETA BLANCA PANORAMICA OKAMI DE VINYL TAMAÑO CARTA 2 PULGADAS HERRAJE O TRES VENTANAS DE VINYL TRANSPARENTE, CON SOLAPAS INTERIORES",https://henki.com.mx/erp/shared_resources/productos/OFF-CARBLA-1408.jpg-.jpg
NOTAS ADHESIVAS MEMO TIP MINI CUBO AMARILLO,6590202204,JANEL,16.56,"MINI CUBO NOTAS ADHESIVAS MEMO TIP COLOR AMARILLO 51 MM X 51 MM 2"" X 2"" CON 400 HOJAS MODELO 6590202204",https://henki.com.mx/erp/shared_resources/productos/JAN-NOTADH-1165.jpg
SOBRE BOLSA SOLAPA ENGOMADA MANILA DOBLE CARTA,B-30-MG,FORTEC,8.25,SOBRE BOLSA SOLAPA ENGOMADA PAPEL MANILA DE 90 GRAMOS TAMAÑO DOBLE CARTA MEDIDAS 30.5 X 39.5 CMS MODELO B30MG FORTEC,https://henki.com.mx/erp/shared_resources/productos/FOR-SOBBOL-1107.jpg-.jpg
POSTE DE ALUMINIO INDUX 6 MM,POSTES-006-3162,INDUX,1.43,POSTE DE ALUMINIO INDUX 1/4 DE PULGADA 6 MM POR PIEZA,https://henki.com.mx/erp/shared_resources/productos/IND-POSDE-2364.jpg
BOLIGRAFO TRIANGULAR FINO COLOR NEGRO MAE ,BT7-N,MAE,3.52,"BOLIGRAFO TRIANGULAR MAE, PUNTO FINO, COLOR NEGRO, NO TOXICO, CON TAPA ANTIASFIXIA, MODELO BT7-N",https://henki.com.mx/erp/shared_resources/restore/13811vhhlmirsz.png
CHAROLA DE ACRILICO CARTA/OFICIO  HUMO 2 NIVELES PETIGON,PO-01-01,PETIGON,182.03,CHAROLA DE ACRILICO PETIGON TAMAÑO CARTA/OFICIO COLOR HUMO 2 NIVELES ,https://henki.com.mx/erp/shared_resources/productos/PET-CHADE-1927.jpg-.jpg
PEGAMENTO BLANCO MAE DE 500 GRAMOS ,PBL-500,MAE,43.19,"PEGAMENTO BLANCO MAE DE 500 GRAMOS, SOLUBLE AL AGUA, NO TOXICO, OLOR LIGERO MODELO PBL-500 ",https://henki.com.mx/erp/shared_resources/restore/1347jqu7fi1yi0.png
POSTE ALUMINIO INDUX 3 PULGADAS,POSTES-075-3174,INDUX,5.15,POSTE DE ALUMINIO INDUX 3 PULGADAS 0.75 MM PIEZA,https://henki.com.mx/erp/shared_resources/productos/IND-POSDE-2362.jpg
LIBRETA FRANCESA RAYA PASTA DURA 192 HOJAS ESTRELLA,0080,ESTRELLA,63.5,LIBRETA PASTA DURA FORMA FRANCESA RAYA CON 192 HOJAS DE PAPEL BOND DE 56 GRAMOS MODELO 80 MEDIDAS DE 16 X 21.5 CMS ESTRELLA ,https://henki.com.mx/erp/shared_resources/productos/EST-LIBPAS-537.jpg
CINTA ADHESIVA INVISIBLE LEADER MODELO 801 12 MM X 33 MTS,801,LEADER,20.46,CINTA ADHESIVA INVISIBLE LEADER MODELO 801 MEDIDA 12 MM X 33 MTS,https://henki.com.mx/erp/shared_resources/productos/LEA-CINADH-940.jpg
CORRECTOR TIPLO PLUMA KORES 8 ML,83301,KORES,22.2,CORRECTOR TIPO PLUMA KORES 8 ML ,https://henki.com.mx/erp/shared_resources/productos/KOR-CORTIP-883.jpg-.jpg
CAJA DE ARCHIVO MUERTO PLASTICO OFFICIUM TAMAÑO CARTA OFICIO,OFFICIUM,OFFICIUM,62.71,CAJA DE ARCHIVO MUERTO PLASTICO OFFICIUM TAMAÑO CARTA / OFICIO TAPA INDEPENDIENTE,https://henki.com.mx/erp/shared_resources/restore/1024nvwl9iosqj.png
MARCADOR CERA BLANCO A-INK,WXC-10B,A-INK,9.4,MARCADOR DE CERA BLANCO A-INK MODELO WXC-10B,https://henki.com.mx/erp/shared_resources/restore/1436sdp40zcwgb.png
FOLDER TAMAÑO CARTA COLOR AMARILLO,JYL,JYL,2.26,FOLDER TAMAÑO CARTA EN CARTULINA DE 165 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS MEDIDAS 23.5 X 29.5 CMS CAJA CON 100 PIEZAS COLOR AMARILLO JYL,https://henki.com.mx/erp/shared_resources/restore/1618u2g5mirzfi.png
CORTADOR CORTY AZOR 5500 ALMA DE METAL,5500,CORTY,49.19,CORTADOR CORTY GRANDE AZOR MODELO 5500 ALMA DE METAL PUNTA DE FLECHA BLISTER CON 1 PIEZA,https://henki.com.mx/erp/shared_resources/restore/1148wpcyptwsfx.png
MARCADOR PERMANENTE NEGRO,MR096,BACO,10.19,MARCADOR PERMANENTE BACO TATOO NEGRO PUNTO FINO MODELO MR096,https://henki.com.mx/erp/shared_resources/productos/BAC-MARPER-117.jpg
MARCADOR PERMANENTE NEGRO SHARPIE,1812793,BEROL,17.27,MARCADOR PERMANENTE NEGRO SHARPIE PUNTO ULTRAFINO ,https://henki.com.mx/erp/shared_resources/productos/BER-MARPER-125.jpg
SEPARADORES WILSON JONES 5 DIVISIONES BLANCOS,P2188,WILSON JONES,15.85,SEPARADORES WILSON JONES 5 DIVISIONES BLANCOS MODELO P2188 CON 5 PERFORACIONES CON UN JUEGO,https://henki.com.mx/erp/shared_resources/productos/ACC-SEPWIL-484.jpg-.jpg
BOLIGRAFO PUNTO FINO ROJO,BIC FINO,BIC,3.98,BOLIGRAFO PUNTO FINO ROJO BIC,https://henki.com.mx/erp/shared_resources/restore/101641ew6it5qq.png
MARCADOR PERMANENTE FINO ROJO SHARPIE,1812766,BEROL,13.96,MARCADOR PERMANENTE ROJO SHARPIE PUNTO FINO BEROL,https://henki.com.mx/erp/shared_resources/productos/BER-MARPER-128.jpg
CORTADOR GRANDE MAE ALMA DE METAL,CPAM-G,MAE,32.85,CORTADOR GRANDE MAE MODELO CPAM-G ALMA DE METAL NAVAJA DE 18 MM,https://henki.com.mx/erp/shared_resources/productos/13640RE.png
MARCATEXTOS NARANJA PELIKAN,30160004,PELIKAN,10.18,MARCATEXTOS NARANJA  PELIKAN REDONDO 414 PUNTA DE CINCEL,https://henki.com.mx/erp/shared_resources/productos/PEL-MARNAR-181.jpg
MARCADOR PERMANENTE FINO NEGRO SHARPIE,1812763,BEROL,14.0,MARCADOR PERMANENTE NEGRO SHARPIE PUNTO FINO BEROL,https://henki.com.mx/erp/shared_resources/productos/2571a.jpg
FOLDER CON COSTILLA CARTA MAE,FTC-10,MAE,9.59,FOLDER TAMAÑO CARTA DE POLIPROPILENO CON COSTILLA DE COLOR LATERAL MEDIDAS 22.5 X 29.5 CMS COLOR TRANSPARENTE PIEZA MODELO FTC-10 MAE,https://henki.com.mx/erp/shared_resources/productos/MAE-FOLTRA-1399.jpg
FOLDER CON BROCHE 8 CMS TAMAÑO CARTA CON REFUERZO AZUL CLARO,P1192,ACCO,20.45,FOLDER TAMAÑO CARTA EN CARTULINA PRESSBOARD DE 326 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS Y REFUERZO CON BROCHE DE 8 CMS MEDIDAS 25 X 29 CMS MODELO P1192  COLOR AZUL CLARO ACCOPRESS CRH,https://henki.com.mx/erp/shared_resources/productos/ACC-FOLACC-2313.jpg
FOLDER TAMAÑO CARTA COLOR CREMA,FCC-01,FORTEC,2.3,FOLDER TAMAÑO CARTA EN CARTULINA DE 165 GRAMOS CON 1/2 CEJA Y PUNTAS REDONDEADAS CON DOBLE PERFORACION PARA BROCHE MEDIDAS 21.9 X 29.5 CMS CAJA CON 100 PIEZAS COLOR CREMA MODELO FCC-01 FORTEC,https://henki.com.mx/erp/shared_resources/productos/FOR-FOLTAM-1127.jpg
MARCADOR DE CERA NEGRO DIXON PHANO,PHANO NEGRO,DIXON,11.18,"MARCADOR DE CERA NEGRO DIXON PHANO PARA TODO USO NO TOXICO UTIL PARA VIDRIO, CELOFAN, MADERA, ACRILICO Y TODO TIPO DE SUPERFICIES LISAS",https://henki.com.mx/erp/shared_resources/restore/1174yzj8d82fxb.jpg
CHAROLA DE ACRILICO CARTA/OFICIO HUMO 3 NIVELES PETIGON ,PO-01-02,PETIGON,264.31,CHAROLA DE ACRILICO PETIGON TAMAÑO CARTA/OFICIO COLOR HUMO 3 NIVELES ,https://henki.com.mx/erp/shared_resources/productos/PET-CHADE-1928.jpg-.jpg
REGLA DE ALUMINIO DE 30 CENTIMETROS,GM30,PRODUCTOS GM,14.39,REGLA DE ALUMINIO DE 30 CENTIMETROS,https://henki.com.mx/erp/shared_resources/productos/1PRO-REGDE-1089-.jpg
ETIQUETAS BLANCAS No 15 JANEL,1001950100,JANEL,24.93,ETIQUETAS BLANCAS JANEL No 15 MEDIDA 19 MM X 50 MM CON 504 ETIQUETAS MODELO 1001950100,https://henki.com.mx/erp/shared_resources/productos/JAN-ETIBLA-210-.jpg
NOTAS ADHESIVAS 3X5 AMARILLO NOTE FIX,NF5,3M,17.9,"BLOCK DE NOTAS ADHESIVAS MEDIDA 76MM X 127 MM (3"" X 5"") COLOR AMARILLO NOTE FIX MODELO NF5 DE 100 HOJAS POR PIEZA 3M POST-IT",https://henki.com.mx/erp/shared_resources/restore/12051cq9692vtg.jpg
REPUESTO PARA CORTADOR CHICO DE 9 MM,SX9T 10,MANNY,9.47,REPUESTO PARA CORTADOR CHICO MANNY MODELO SX9T-10 TUBO CON 10 NAVAJITAS DE 9 MM,https://henki.com.mx/erp/shared_resources/restore/10930bxduyo9z1.png
CHINCHES PELIKAN DORADAS LATONADAS ,1200025,PELIKAN,22.27,CHINCHES DORADAS LATONADAS PELIKAN CON 100 PZAS,https://henki.com.mx/erp/shared_resources/productos/PEL-CHIDOR-521.jpg
NOTAS ADHESIVAS 3X3 POP-UP PASTEL,R330-AP,3M,21.78,"BLOCK DE NOTAS ADHESIVAS MEDIDA 76 MM X 76 MM (3"" X 3"") POP UP COLORES PASTEL SURTIDO MODELO R330-AP DE 100 HOJAS POR PIEZA 3M POST-IT",https://henki.com.mx/erp/shared_resources/productos/3M-NOTADH-314.jpg
BOLIGRAFO ENERGEL AZUL,BL57-C,PENTEL,53.13,BOLIGRAFO ENERGEL PENTEL COLOR AZUL MODELO BL57-C PUNTO 0.7 MM ,https://henki.com.mx/erp/shared_resources/productos/1PEN-BOLENE-793.jpg
LAPIZ DE GRAFITO HEXAGONAL EARTHWRITE MIRADO,1874396,BEROL,4.32,LAPIZ DE GRAFITO HEXAGONAL EARTHWRITE HECHO DE MADERA RECICLADA No 2 MIRADO PAPER MATE,https://henki.com.mx/erp/shared_resources/restore/1044albd4vzrl8.png
LIBRETA PASTA DURA FRANCESA C-5 MM 192 HOJAS ESTRELLA,0085,ESTRELLA,63.5,LIBRETA PASTA DURA FORMA FRANCESA C-5 192 HOJAS PAPEL BOND DE 56 GRAMOS MODELO 0085 MEDIDAS DE 16 X 21.5 CMS ESTRELLA,https://henki.com.mx/erp/shared_resources/productos/1LIBRETA PASTA DURA FORMA FRANCESA RAYA 192.jpg
GOMA TIPO MIGAJON MAE GM 20MJ,GM-20MJ,MAE,4.69,GOMA TIPO MIGAJON MAE MODELO GM-20MJ ,https://henki.com.mx/erp/shared_resources/productos/MAE-GOMTIP-1182-.jpg
GOMA BLANCA ESCRIMEX BLISTER CON 2 PIEZAS,PAPGOM001B,ESCRIMEX,4.54,"GOMA BLANCA ESCRIMEX BLISTER CON 2 PIEZAS NO TOXICO, NO DEJA MANCHAS",https://henki.com.mx/erp/shared_resources/productos/7508205121092.jpg-.jpg
SOBRE BOLSA SOLAPA ENGOMADA BLANCO CARTA,B-23-BG,FORTEC,3.09,SOBRE BOLSA SOLAPA ENGOMADA PAPEL BOND BLANCO DE 90 GRAMOS TAMAÑO CARTA MEDIDAS 23 X 30.5 CMS MODELO B23BG FORTEC,https://henki.com.mx/erp/shared_resources/productos/FOR-SOBBOL-2085.jpg-.jpg
REGISTRADOR TAMAÑO OFICIO ECOLOGICO,ECO-019,VEROMO,19.82,REGISTRADOR TAMAÑO OFICIO ECOLOGICO MODELO ECO-019,https://henki.com.mx/erp/shared_resources/productos/2492.jpg
LAPIZ ADHESIVO KORES 10 GRAMOS,12082,KORES,7.49,"LAPIZ ADHESIVO KORES 10 GRAMOS CON GLICERINA, PEGA PAPEL, CARTON, FOTOS, LAVABLE ",https://henki.com.mx/erp/shared_resources/restore/11297a5lfnmmhq.png
MARCATEXTOS NARANJA VISION PLUS,2600NA,AZOR,9.8,MARCATEXTOS VISION PLUS NARANJA PUNTA DE CINCEL MODELO 2600NA AZOR,https://henki.com.mx/erp/shared_resources/productos/2289.jpg
GRAPA ESTANDAR MARVEL PILOT ,MARVEL,FIFA,28.84,GRAPA ESTANDAR MARVEL PILOT 26/6 CON 5000 GRAPAS ,https://henki.com.mx/erp/shared_resources/productos/1FIF-GRAEST-572.jpg-.jpg
